"Note: This is a sample of the player file and includes only 1,500 players. The full version is over 10,000.",,,,,,,,,,,,,,,,,,,,,,,,,,
player,fname,lname,pname,pos1,pos2,height,weight,dob,forty,bench,vertical,broad,shuttle,cone,arm,hand,dpos,col,dv,start,cteam,posd,jnum,dcp,nflid,pimg
BB-3335,Brian,Brown,B.Brown,WR,,73,200,10/22/1994,4.61,14,31.5,119,4.34,7.12,0,0,0,Richmond,Colonial Athletic (CAA),2017,DAL,PS,18,2,2559148,BRO276447.png
BB-3350,Bryce,Brown,B.Brown,RB,,72,223,5/14/1991,4.48,22,34,117,4.2,7.04,0,0,229,Kansas State,Big 12,2012,INA,INA,0,0,2534796,BRO279039.png
BB-3375,Brandon,Brown-Dukes,B.Brown-Dukes,RB,,68,200,4/29/1992,4.68,26,32,111,4.29,7.19,0,0,0,Mercyhurst,,2016,INA,INA,0,0,2556726,BRO778167.png
BB-3387,Benson,Browne,B.Browne,TE,,77,254,9/29/1992,5,20,31,113,4.56,7.31,0,0,0,North Carolina State,Atlantic Coast (ACC),2016,INA,INA,0,0,2557035,BRO778637.png
BB-3400,Brandon,Browner,B.Browner,DB,,75,221,8/2/1984,4.63,14,36.5,123,4.24,7.2,0,0,0,Oregon State,Pacific 10,2005,INA,INA,0,0,2506155,BRO784737.png
BB-3500,Bryant,Browning,B.Browning,OL,,76,312,6/26/1988,5.42,24,33,100,0,0,0,0,0,Ohio State,Big Ten,2011,INA,INA,0,0,2530829,BRO806437.png
BB-3550,Brandin,Bryant,B.Bryant,DL,,74,287,9/16/1993,4.88,38,28,111,4.35,7.27,0,0,0,Florida Atlantic,Conference USA (C-USA),2016,INA,INA,0,0,2556486,BRY237018.png
BB-3600,Brentson,Buckner,B.Buckner,DL,,74,305,9/30/1971,0,0,0,0,0,0,0,0,50,Clemson,Atlantic Coast (ACC),1994,INA,INA,0,0,2499906,BUC764969.png
BB-3700,Bryan,Bulaga,B.Bulaga,OL,,77,314,3/21/1989,5.2,26,27.5,98,4.75,7.7,33.25,9.25,23,Iowa,Big Ten,2010,GB,RT,75,1,496988,BUL062007.png
BB-3800,Brodrick,Bunkley,B.Bunkley,DL,,75,306,11/23/1983,5.01,44,32.5,113,4.16,7.33,0,0,14,Florida State,Atlantic Coast (ACC),2006,INA,INA,0,0,2506880,BUN459212.png
BB-3850,Brandon,Burks,B.Burks,RB,,68,201,11/1/1993,4.56,24,37,120,4.18,6.88,0,0,0,Troy,Sun Belt,2016,INA,INA,0,0,2556728,BUR269626.png
BB-3900,Brandon,Burton,B.Burton,DB,,72,190,7/31/1989,4.5,18,32,118,4.07,6.93,31.5,8.5,139,Utah,Mountain West (MWC),2011,INA,INA,0,0,2495498,BUR756355.png
BB-4000,Brad,Butler,B.Butler,OL,,79,310,9/18/1983,5.29,0,0,0,4.75,7.51,0,0,143,Virginia,Atlantic Coast (ACC),2006,INA,INA,0,0,2506935,BUT114172.png
BB-4100,Brice,Butler,B.Butler,WR,,75,205,1/29/1990,4.37,0,39,129,4.4,6.7,34.5,9.375,209,San Diego State,Mountain West (MWC),2013,DAL,LWR,19,2,2541388,BUT116760.png
BC-0100,Brian,Calhoun,B.Calhoun,RB,,70,200,5/8/1984,4.57,18,31.5,124,4.24,7.05,0,0,74,Wisconsin,Big Ten,2006,INA,INA,0,0,2495817,CAL349418.png
BC-0150,Bryce,Callahan,B.Callahan,DB,,69,184,10/23/1991,4.47,15,43,132,4.27,7,0,0,0,Rice,Conference USA (C-USA),2015,CHI,LCB,37,2,2553500,CAL520433.png
BC-0200,Bruce,Campbell,B.Campbell,OL,,78,315,5/25/1988,4.75,34,32,101,4.69,7.58,0,0,0,Maryland,Atlantic Coast (ACC),2010,INA,INA,0,0,496994,CAM208239.png
BC-0300,Barry,Cantrell,B.Cantrell,K,,73,195,11/2/1976,0,0,0,0,0,0,0,0,0,Fordham,,2000,INA,INA,0,0,2499987,CAN788481.png
BC-0400,Bobby,Carpenter,B.Carpenter,LB,,75,255,8/1/1983,4.65,20,0,0,4.31,6.88,0,0,18,Ohio State,Big Ten,2006,INA,INA,0,0,2506882,CAR312522.png
BC-0500,Brandon,Carr,B.Carr,DB,,72,210,5/19/1986,4.44,0,35,124,4.19,6.8,0,0,140,Grand Valley State,,2008,BAL,LCB,24,1,4365,CAR347675.png
BC-0550,Brandon,Carswell,B.Carswell,WR,,73,201,5/22/1989,4.47,18,34,112,4.22,7.04,0,0,0,USC,Pacific 12,2012,INA,INA,0,0,2533341,CAR602921.png
BC-0600,Bruce,Carter,B.Carter,LB,,73,240,2/19/1988,4.57,25,0,0,0,0,32.625,9.25,40,North Carolina,Atlantic Coast (ACC),2011,NYJ,ILB,54,2,2495136,CAR624497.png
BC-0650,Braxston,Cave,B.Cave,OL,,75,303,7/29/1989,5.3,32,25.5,98,4.71,7.81,0,0,0,Notre Dame,FBS Independents,2013,INA,INA,0,0,2539977,CAV342462.png
BC-0700,Brent,Celek,B.Celek,TE,,76,255,1/25/1985,4.79,19,33,112,4.31,7.2,31.375,10.125,162,Cincinnati,Big East,2007,PHI,TE,87,2,2507218,CEL251361.png
BC-0800,Byron,Chamberlain,B.Chamberlain,WR,TE,73,250,10/17/1971,0,0,0,0,0,0,0,0,222,Wayne State,,1995,INA,INA,0,0,2500044,CHA053274.png
BC-0850,Bryce,Cheek,B.Cheek,DB,,72,194,8/28/1993,4.53,19,34,125,4.52,7.26,0,0,0,Akron,Mid-American (MAC),2016,INA,INA,0,0,2557039,CHE108172.png
BC-0875,Bra'Lon,Cherry,B.Cherry,WR,,71,184,,4.57,17,38.5,127,4.28,6.95,0,0,0,North Carolina State,Atlantic Coast (ACC),2017,INA,INA,0,0,2559322,CHE311530.png
BC-0900,Brandon,Childress,B.Childress,WR,,70,185,3/31/1982,0,0,0,0,0,0,0,0,0,Ohio State,Big Ten,2005,INA,INA,0,0,2506590,CHI318132.png
BC-1000,Brandon,Chillar,B.Chillar,LB,DB,75,253,10/21/1982,4.71,23,33,115,4.09,0,0,0,130,UCLA,Pacific 10,2004,INA,INA,0,0,2505915,CHI591906.png
BC-1100,Bob,Christian,B.Christian,RB,,71,226,11/14/1968,0,0,0,0,0,0,0,0,310,Northwestern,Big Ten,1992,INA,INA,0,0,2500069,CHR364011.png
BC-1150,Brandon,Chubb,B.Chubb,LB,,72,242,10/21/1993,4.68,23,34,121,4.22,6.85,0,0,0,Wake Forest,Atlantic Coast (ACC),2016,DET,RES,53,1,2556500,CHU030856.png
BC-1200,Barry,Church,B.Church,DB,LB,73,218,2/11/1988,4.69,19,36,121,4.17,6.65,0,0,0,Toledo,Mid-American (MAC),2010,JAC,SS,42,1,494259,CHU137380.png
BC-1300,Brad,Cieslak,B.Cieslak,TE,,75,262,7/1/1982,5.03,23,27.5,105,4.99,0,0,0,0,Northern Illinois,Mid-American (MAC),2005,INA,INA,0,0,2506267,CIE593274.png
BC-1400,Brian,Clark,B.Clark,WR,,74,204,12/26/1983,4.59,0,0,0,0,0,0,0,0,North Carolina State,Atlantic Coast (ACC),2006,INA,INA,0,0,2506638,CLA193918.png
BC-1450,Brian,Clarke,B.Clarke,OL,,75,306,10/14/1989,5.1,33,29,106,4.7,7.58,0,0,0,Bloomsburg,,2014,INA,INA,0,0,2550326,CLA616598.png
BC-1475,Blaine,Clausell,B.Clausell,OL,,78,321,1/31/1992,5.22,23,27,97,4.79,7.92,0,0,0,Mississippi State,Southeastern (SEC),2015,CAR,PS,76,1,2553753,CLA707495.png
BC-1500,Ben,Claxton,B.Claxton,OL,,74,301,7/30/1980,5.16,0,27,102,4.69,7.81,0,0,157,Mississippi,Southeastern (SEC),2005,INA,INA,0,0,2505530,CLA712686.png
BC-1600,Ben,Coates,B.Coates,TE,,77,245,8/16/1969,0,0,0,0,0,0,0,0,124,Livingstone,,1991,INA,INA,0,0,2500114,COA653214.png
BC-1700,Barry,Cofield,B.Cofield,DL,,76,306,3/19/1984,4.95,35,34,105,4.35,7.43,0,0,124,Northwestern,Big Ten,2006,INA,INA,0,0,2506926,COF756192.png
BC-1750,B.J.,Coleman,B.Coleman,QB,,75,231,9/16/1988,4.94,0,29.5,109,4.38,7.07,31.625,10.375,243,Chattanooga,Southern,2012,INA,INA,0,0,2532815,COL222383.png
BC-1800,Ben,Coleman,B.Coleman,OL,,77,330,5/18/1971,0,0,0,0,0,0,0,0,32,Wake Forest,Atlantic Coast (ACC),1993,INA,INA,0,0,2500129,COL220461.png
BC-1850,Brandon,Coleman,B.Coleman,WR,,78,225,6/22/1992,4.52,21,32.5,0,4.51,7.33,34,9.25,0,Rutgers,American Athletic,2014,NO,LWR,16,2,2550328,COL222062.png
BC-1900,Bobby,Collins,B.Collins,TE,,76,246,8/20/1976,4.61,0,0,0,0,0,0,0,122,North Alabama,,1999,INA,INA,0,0,2500144,COL513981.png
BC-2000,Britton,Colquitt,B.Colquitt,K,,75,204,3/20/1985,4.89,0,0,0,0,0,0,0,0,Tennessee,Southeastern (SEC),2009,CLE,P,4,1,71259,COL753921.png
BC-2100,Bill,Conaty,B.Conaty,OL,,74,306,3/8/1973,0,0,0,0,0,0,0,0,0,Virginia Tech,Big East,1997,INA,INA,0,0,2500167,CON010381.png
BC-2200,Brannon,Condren,B.Condren,DB,,73,203,8/19/1983,4.47,24,43,135,4.1,6.94,0,0,131,Troy,Sun Belt,2007,INA,INA,0,0,2507207,CON093438.png
BC-2300,Brett,Conway,B.Conway,K,,74,208,3/8/1975,0,0,0,0,0,0,0,0,90,Penn State,Big Ten,1998,INA,INA,0,0,2500178,CON755290.png
BC-2325,Brandin,Cooks,B.Cooks,WR,,70,189,9/25/1993,4.31,16,36,120,3.81,6.76,30.75,9.625,20,Oregon State,Pacific 12,2014,NE,LWR,14,1,2543498,COO299382.png
BC-2350,Brandon,Copeland,B.Copeland,DL,,75,260,7/2/1991,4.75,30,32.5,122,4.49,7.29,0,0,0,Pennsylvania,Ivy League,2013,DET,RES,51,5,2541695,COP276485.png
BC-2400,Blake,Costanzo,B.Costanzo,LB,,73,235,4/14/1984,0,0,0,0,0,0,0,0,0,Lafeyette,,2007,INA,INA,0,0,2506830,COS403812.png
BC-2500,Brad,Cottam,B.Cottam,TE,,80,271,11/28/1984,4.63,24,36.5,0,4.27,7.22,0,0,76,Tennessee,Southeastern (SEC),2008,INA,INA,0,0,1972,COT199521.png
BC-2550,Brandon,Cottom,B.Cottom,RB,,76,258,12/21/1992,4.62,22,33.5,117,4.33,7.06,0,0,0,Purdue,Big Ten,2015,INA,INA,0,0,2553902,COT225171.png
BC-2575,Blake,Countess,B.Countess,DB,,70,184,8/8/1993,4.53,21,36.5,121,4.15,6.82,0,0,196,Auburn,Southeastern (SEC),2016,LA,SS,24,2,2556374,COU193020.png
BC-2600,Brandon,Coutu,B.Coutu,K,,71,188,9/29/1984,5.12,0,0,0,0,0,0,0,0,Georgia,Southeastern (SEC),2011,INA,INA,0,0,4233,COU774865.png
BC-2700,Bryan,Cox,B.Cox,LB,,76,250,2/17/1968,0,0,0,0,0,0,0,0,113,Western Illinois,Missouri Valley,1991,INA,INA,0,0,2500220,COX152273.png
BC-2725,Bryan,Cox Jr.,B.Cox Jr.,DL,,75,265,6/25/1994,4.89,18,26.5,109,0,0,33.75,9.5,0,Florida,Southeastern (SEC),2017,CAR,PS,64,2,2558933,COX151958.png
BC-2750,Brock,Coyle,B.Coyle,LB,,74,245,10/12/1990,4.62,25,37,115,4.28,6.74,0,0,0,Montana,Big Sky,2014,SF,MIKE,50,2,2550285,COY195645.png
BC-2800,Brodie,Croyle,B.Croyle,QB,,74,205,2/6/1983,4.88,0,30.5,104,4.26,7.36,0,0,85,Alabama,Southeastern (SEC),2006,INA,INA,0,0,2495823,CRO809080.png
BC-2900,Brad,Culpepper,B.Culpepper,DL,,73,275,5/8/1969,0,0,0,0,0,0,0,0,264,Florida,Southeastern (SEC),1992,INA,INA,0,0,2500248,CUL595056.png
BC-3000,Billy,Cundiff,B.Cundiff,K,,73,212,3/30/1980,0,0,0,0,0,0,0,0,0,Drake,,2002,INA,INA,0,0,2504941,CUN046143.png
BC-3050,B.J.,Cunningham,B.Cunningham,WR,,73,215,5/29/1989,4.52,12,31.5,116,4.31,7.1,33,8.125,183,Michigan State,Big Ten,2012,INA,INA,0,0,2532824,CUN118244.png
BC-3070,Benny,Cunningham,B.Cunningham,RB,,70,212,7/7/1990,4.64,26,0,0,0,0,0,0,0,Middle Tennessee,Sun Belt,2013,CHI,RB,30,3,2541544,CUN106619.png
BC-3100,Brian,Cushing,B.Cushing,LB,,75,260,1/24/1987,4.64,30,35,120,4.22,6.84,0,0,15,USC,Pacific 10,2009,HOU,SUS,56,1,80421,CUS363261.png
BD-0100,Brad,Daluiso,B.Daluiso,K,,73,180,12/31/1967,0,0,0,0,0,0,0,0,0,San Diego State,Western Athletic,1991,INA,INA,0,0,2500277,DAL771253.png
BD-0150,B.J.,Daniels,B.Daniels,WR,QB,72,217,10/24/1989,4.63,20,32.5,114,4.27,7.02,0,0,237,South Florida,Big East,2013,INA,INA,0,0,2541429,DAN454194.png
BD-0200,Billy,Davis,B.Davis,WR,,73,205,7/6/1972,0,0,0,0,0,0,0,0,0,Pittsburgh,Big East,1995,INA,INA,0,0,2500305,DAV802056.png
BD-0300,Britt,Davis,B.Davis,WR,,75,205,4/23/1986,4.5,16,33,125,4.27,7.24,0,0,0,Northern Illinois,Mid-American (MAC),2010,INA,INA,0,0,2507633,DAV183309.png
BD-0400,Bruce,Davis,B.Davis,LB,,75,241,9/2/1985,4.78,19,29,109,4.47,7.34,0,0,88,UCLA,Pacific 10,2008,INA,INA,0,0,2507478,DAV196782.png
BD-0450,Bryce,Davis,B.Davis,OL,,75,250,6/16/1989,4.66,31,34,114,4.35,7.2,0,0,0,Central Oklahoma,,2012,INA,INA,0,0,2535673,DAV202005.png
BD-0500,Buster,Davis,B.Davis,LB,,70,239,10/20/1983,4.64,24,31,104,4.37,7.28,0,0,69,Florida State,Atlantic Coast (ACC),2007,INA,INA,0,0,2495590,DAV200880.png
BD-0700,Brian,Dawkins,B.Dawkins,DB,,72,210,10/13/1973,0,0,0,0,0,0,0,0,61,Clemson,Atlantic Coast (ACC),1996,INA,INA,0,0,2500343,DAW041411.png
BD-0800,Brian,De La Puente,B.De La Puente,OL,,74,308,5/13/1985,5.4,25,19.5,98,4.77,7.62,0,0,0,California,Pacific 10,2008,INA,INA,0,0,7390,null.png
BD-0900,Brandon,Deaderick,B.Deaderick,DL,,76,305,8/19/1987,5.08,0,0,0,0,0,34.375,9.375,247,Alabama,Southeastern (SEC),2010,INA,INA,0,0,496778,DEA045635.png
BD-0925,Braxton,Deaver,B.Deaver,TE,,77,237,5/8/1992,4.8,26,31.5,110,4.44,7.5,0,0,0,Duke,Atlantic Coast (ACC),2016,INA,INA,0,0,2556876,DEA758547.png
BD-0950,Brandon,Dixon,B.Dixon,DB,,72,195,4/26/1990,4.4,17,34,120,4.27,7.15,32.5,9,195,NW Missouri State,,2014,INA,INA,0,0,2543626,DIX096438.png
BD-0975,Brian,Dixon,B.Dixon,DB,,70,196,4/26/1990,4.42,14,30.5,124,4.59,7.07,0,0,0,NW Missouri State,,2014,INA,INA,0,0,2550338,DIX101461.png
BD-1000,Brandyn,Dombrowski,B.Dombrowski,OL,,77,323,4/3/1985,5.34,30,0,0,0,0,0,0,0,San Diego State,Mountain West (MWC),2009,INA,INA,0,0,2507425,DOM229058.png
BD-1025,Brandon,Doughty,B.Doughty,QB,,75,213,10/6/1991,5.14,0,27,103,4.52,7.49,32,9.125,223,Western Kentucky,Conference USA (C-USA),2016,MIA,PS,7,1,2555302,DOU162535.png
BD-1050,B.J.,Dubose,B.Dubose,DL,,76,284,1/19/1992,4.99,26,0,0,0,0,33,9.75,193,Louisville,Atlantic Coast (ACC),2015,INA,INA,0,0,2552267,DUB546222.png
BD-1100,Brandon,Dunn,B.Dunn,DL,,74,300,9/5/1992,5.17,21,29.5,85,4.87,7.66,0,0,0,Louisville,American Athletic,2014,HOU,NT,92,2,2550559,DUN512273.png
BD-1200,Bud,Dupree,B.Dupree,LB,DL,76,269,2/12/1993,4.56,0,42,138,4.48,7.52,32.625,9.75,22,Kentucky,Southeastern (SEC),2015,PIT,LOLB,48,1,2552289,DUP507860.png
BE-0100,Biren,Ealy,B.Ealy,WR,,75,207,7/7/1984,4.52,12,37.5,133,4.2,7.11,0,0,0,Houston,Conference USA (C-USA),2007,INA,INA,0,0,2507036,EAL771256.png
BE-0150,Ben,Edwards,B.Edwards,WR,,71,198,4/11/1992,4.56,11,0,0,4.52,6.8,0,0,0,Richmond,Colonial Athletic (CAA),2015,INA,INA,0,0,2553878,EDW114134.png
BE-0200,Braylon,Edwards,B.Edwards,WR,,75,215,2/21/1983,4.45,22,38,0,4.02,6.83,0,0,3,Michigan,Big Ten,2005,INA,INA,0,0,2506342,EDW127548.png
BE-0300,Brody,Eldridge,B.Eldridge,TE,RB,77,265,3/31/1987,4.72,20,31.5,112,4.44,7.27,32.5,9.625,162,Oklahoma,Big 12,2010,INA,INA,0,0,497228,ELD553860.png
BE-0350,Bruce,Ellington,B.Ellington,WR,,69,197,8/22/1991,4.45,15,39.5,120,3.95,6.69,31,9.625,106,South Carolina,Southeastern (SEC),2014,HOU,LWR,12,2,2543646,ELL164961.png
BE-0375,Brooks,Ellis,B.Ellis,LB,,74,240,1/15/1995,4.79,21,31.5,114,4.87,6.79,0,0,0,Arkansas,Southeastern (SEC),2017,INA,INA,0,0,2558938,ELL421065.png
BE-0400,Ben,Emanuel,B.Emanuel,DB,LB,74,213,6/18/1982,4.57,21,36,120,4.52,7.48,0,0,171,UCLA,Pacific 10,2005,INA,INA,0,0,2506506,EMA405067.png
BE-0500,Bert,Emanuel,B.Emanuel,WR,,70,180,10/26/1970,0,0,0,0,0,0,0,0,45,Rice,Southwest,1994,INA,INA,0,0,2500548,EMA405343.png
BE-0600,Bobby,Engram,B.Engram,WR,TE,70,188,1/7/1973,0,0,0,0,0,0,0,0,52,Penn State,Big Ten,1996,INA,INA,0,0,2500556,ENG735656.png
BE-0625,Brisly,Estime,B.Estime,WR,,69,180,,4.4,11,34.5,121,4.29,7.13,0,0,0,Syracuse,Atlantic Coast (ACC),2017,NYJ,RES,3,2,2558939,EST632753.png
BE-0650,Bradie,Ewing,B.Ewing,RB,,72,239,12/26/1989,4.73,14,36.5,120,4.16,7.14,31.375,10.375,157,Wisconsin,Big Ten,2012,INA,INA,0,0,2533347,EWI444955.png
BF-0100,Brett,Favre,B.Favre,QB,,74,225,10/10/1969,0,0,0,0,0,0,0,0,33,Southern Mississippi,FBS Independents,1991,INA,INA,0,0,2500606,FAV540222.png
BF-0150,Bobby,Felder,B.Felder,DB,,71,200,9/23/1990,4.53,0,0,0,0,0,0,0,0,Nicholls State,Southland,2012,INA,INA,0,0,2535711,FEL097654.png
BF-0200,Bill,Ferrario,B.Ferrario,OL,,74,315,9/22/1978,5.3,17,0,0,0,0,0,0,105,Wisconsin,Big Ten,2002,INA,INA,0,0,2504610,FER657252.png
BF-0300,Brandon,Fields,B.Fields,K,,77,245,5/21/1984,5.26,0,0,0,0,0,0,0,225,Michigan State,Big Ten,2007,INA,INA,0,0,2507248,FIE463209.png
BF-0350,Bojay,Filimoeatu,B.Filimoeatu,LB,,74,260,12/6/1989,4.72,0,0,0,0,0,0,0,0,Utah State,Mountain West (MWC),2014,INA,INA,0,0,2550615,FIL542920.png
BF-0400,Brian,Finneran,B.Finneran,WR,TE,77,210,1/31/1976,0,0,0,0,0,0,0,0,0,Villanova,Atlantic 10,1999,INA,INA,0,0,2500634,FIN583520.png
BF-0450,B.J.,Finney,B.Finney,OL,,76,318,10/26/1991,5.25,20,24,99,4.76,0,0,0,0,Kansas State,Big 12,2015,PIT,LG,67,2,2553711,FIN600441.png
BF-0500,Bryce,Fisher,B.Fisher,DL,,75,272,5/12/1977,5,19,31,106,4.34,7.64,0,0,248,Air Force,Mountain West (MWC),2001,INA,INA,0,0,2500638,FIS192130.png
BF-0600,Bradley,Fletcher,B.Fletcher,DB,,72,198,6/25/1986,4.47,20,38.5,122,4.29,7.04,0,0,66,Iowa,Big Ten,2009,INA,INA,0,0,80636,FLE563606.png
BF-0700,Bryan,Fletcher,B.Fletcher,TE,RB,77,238,3/23/1979,4.87,0,0,0,0,0,0,0,210,UCLA,Pacific 10,2005,INA,INA,0,0,2505183,FLE568106.png
BF-0800,Brandon,Flowers,B.Flowers,DB,,70,187,2/18/1986,4.55,14,30,117,4.08,6.72,0,0,35,Virginia Tech,Atlantic Coast (ACC),2008,INA,INA,0,0,754,FLO296357.png
BF-0850,Brian,Folkerts,B.Folkerts,OL,,76,303,1/30/1990,5.2,35,31.5,110,4.66,7.73,0,0,0,Washburn,,2012,INA,INA,0,0,2535590,FOL418841.png
BF-0900,Brock,Forsey,B.Forsey,RB,,71,203,2/11/1980,4.72,0,0,0,0,0,0,0,206,Boise State,Western Athletic,2003,INA,INA,0,0,2505458,FOR532743.png
BF-0950,Bennie,Fowler,B.Fowler,WR,,73,217,6/10/1991,4.49,18,36,126,4.18,7.06,32,9.5,0,Michigan State,Big Ten,2014,DEN,LWR,16,2,2550198,FOW140514.png
BF-1000,Brad,Franklin,B.Franklin,DB,,73,184,12/22/1979,4.54,0,0,0,0,0,0,0,258,Louisiana-Lafayette,Sun Belt,2003,INA,INA,0,0,2505003,FRA404058.png
BF-1100,Bubba,Franks,B.Franks,TE,,78,263,1/6/1978,4.85,0,0,0,0,0,0,0,14,Miami (FL),Big East,2000,INA,INA,0,0,2504255,FRA575108.png
BF-1200,Ben,Fricke,B.Fricke,OL,,72,295,11/3/1975,0,0,0,0,0,0,0,0,213,Houston,Conference USA (C-USA),1999,INA,INA,0,0,2500711,FRI045926.png
BF-1300,Byron,Frisch,B.Frisch,DL,,77,267,12/17/1976,4.73,31,34.5,114,4.41,7.2,0,0,93,Brigham Young,Mountain West (MWC),2001,INA,INA,0,0,2504276,FRI421174.png
BF-1400,Brandon,Frye,B.Frye,OL,,76,302,1/23/1983,5.08,34,32.5,103,4.4,7.5,0,0,163,Virginia Tech,Atlantic Coast (ACC),2008,INA,INA,0,0,2495608,FRY442310.png
BF-1500,Brandon,Fusco,B.Fusco,OL,,76,306,7/26/1988,5.18,26,28.5,108,4.43,7.29,33.75,10,172,Slippery Rock,,2011,SF,RG,63,1,2495283,FUS110743.png
BG-0100,Blaine,Gabbert,B.Gabbert,QB,,76,234,10/15/1989,4.61,0,33.5,120,4.26,6.84,33,10,10,Missouri,Big 12,2011,ARI,QB,7,3,2495441,GAB221145.png
BG-0200,Barry,Gardner,B.Gardner,LB,,73,245,12/13/1976,4.71,25,33,113,4.32,7.42,0,0,35,Northwestern,Big Ten,1999,INA,INA,0,0,2500760,GAR154378.png
BG-0212,Beau,Gardner,B.Gardner,TE,,76,240,12/27/1989,4.74,22,41,118,4.48,7.12,31.5,9.875,0,Northern Arizona,Big Sky,2015,INA,INA,0,0,2553524,GAR154515.png
BG-0225,Ben,Gardner,B.Gardner,DL,,76,275,4/29/1991,5.05,0,39.5,122,4.24,6.98,30.75,9.625,231,Stanford,Pacific 12,2014,INA,INA,0,0,2549984,GAR154652.png
BG-0250,Ben,Garland,B.Garland,OL,DL,77,275,4/6/1988,5.07,18,35,112,4.47,7.14,0,0,0,Air Force,Mountain West (MWC),2010,ATL,C,63,2,2507865,GAR218169.png
BG-0275,Bruce,Gaston,B.Gaston,OL,DL,74,316,11/29/1991,4.96,34,34,109,4.55,7.48,0,0,0,Purdue,Big Ten,2014,INA,INA,0,0,2550345,GAS671214.png
BG-0300,Benjamin,Gay,B.Gay,RB,,73,227,2/28/1980,0,0,0,0,0,0,0,0,0,Baylor,Big 12,2001,INA,INA,0,0,2504669,GAY070308.png
BG-0350,Ben,Gedeon,B.Gedeon,LB,,74,244,10/16/1994,4.75,27,34.5,117,0,0,32.625,10,120,Michigan,Big Ten,2017,MIN,WLB,42,1,2558033,GED438361.png
BG-0400,Brandon,Ghee,B.Ghee,DB,,72,192,6/6/1987,4.37,15,37,127,4.07,6.75,32.5,10.5,96,Wake Forest,Atlantic Coast (ACC),2010,INA,INA,0,0,494267,GHE250267.png
BG-0500,Breno,Giacomini,B.Giacomini,OL,,79,318,9/27/1985,5.2,23,22.5,108,4.63,7.56,0,0,150,Louisville,Big East,2008,HOU,RT,68,1,758,GIA095058.png
BG-0600,Brandon,Gibson,B.Gibson,WR,,72,210,8/13/1987,4.58,10,34,113,4.54,6.94,32,0,194,Washington State,Pacific 10,2009,INA,INA,0,0,81288,GIB479862.png
BG-0700,Bryan,Gilmore,B.Gilmore,WR,,72,200,7/21/1978,4.55,0,0,0,0,0,0,0,0,Midwestern State,,2000,INA,INA,0,0,2504045,GIL775180.png
BG-0750,Brittan,Golden,B.Golden,WR,,71,185,7/20/1988,4.42,16,36,122,4.25,6.8,0,0,0,West Texas A&M,,2012,ARI,RWR,10,3,2535988,GOL049597.png
BG-0800,Brett,Goode,B.Goode,OL,,73,255,11/2/1984,0,0,0,0,0,0,0,0,0,Arkansas,Southeastern (SEC),2007,GB,LS,61,1,2507262,GOO080748.png
BG-0850,B.J.,Goodson,B.Goodson,LB,,73,242,5/29/1993,4.62,30,34.5,118,4.38,7.05,33.25,10,109,Clemson,Atlantic Coast (ACC),2016,NYG,MLB,93,1,2555522,GOO568123.png
BG-0900,Brandon,Gorin,B.Gorin,OL,,78,308,7/17/1978,5.3,0,0,0,0,0,0,0,201,Purdue,Big Ten,2003,INA,INA,0,0,2504602,GOR424345.png
BG-0950,Ben,Gottschalk,B.Gottschalk,OL,,77,293,2/15/1992,5.32,26,29,108,4.94,7.79,0,0,0,SMU,American Athletic,2014,INA,INA,0,0,2550618,GOT616185.png
BG-0975,Barrett,Gouger,B.Gouger,OL,,76,284,9/30/1993,5.23,21,28.5,101,4.84,7.71,0,0,0,Vanderbilt,Southeastern (SEC),2017,INA,INA,0,0,2559446,GOU130948.png
BG-1000,Bruce,Gradkowski,B.Gradkowski,QB,,73,220,1/27/1983,4.59,0,34,107,4.16,7.13,31,8.875,194,Toledo,Mid-American (MAC),2006,INA,INA,0,0,2495838,GRA068015.png
BG-1100,Ben,Graham,B.Graham,K,,77,236,11/2/1973,0,0,0,0,0,0,0,0,0,Deakin,,2005,INA,INA,0,0,2506128,GRA128871.png
BG-1200,Brandon,Graham,B.Graham,DL,LB,73,274,4/3/1988,4.71,31,31.5,111,4.25,7.01,32.25,9.875,13,Michigan,Big Ten,2010,PHI,LDE,55,1,496788,GRA130064.png
BG-1300,Bill,Gramatica,B.Gramatica,K,,70,189,7/10/1978,0,0,0,0,0,0,0,0,98,South Florida,FCS Independents,2001,INA,INA,0,0,2504561,GRA269674.png
BG-1400,Billy,Granville,B.Granville,LB,,75,252,3/11/1974,0,0,0,0,0,0,0,0,0,Duke,Atlantic Coast (ACC),1997,INA,INA,0,0,2500872,GRA530996.png
BG-1500,Bobby,Gray,B.Gray,DB,LB,72,212,4/30/1978,4.66,24,0,112,0,0,0,0,140,Louisiana Tech,Western Athletic,2002,INA,INA,0,0,2505125,GRA604380.png
BG-1600,Barrett,Green,B.Green,LB,,72,226,10/29/1977,4.56,22,36,120,0,0,0,0,50,West Virginia,Big East,2000,INA,INA,0,0,2504223,GRE076368.png
BG-1700,Brandon,Green,B.Green,DL,,74,264,9/5/1980,4.78,19,32,105,4.32,7.23,0,0,176,Rice,Western Athletic,2004,INA,INA,0,0,2505606,GRE250333.png
BG-1800,BenJarvus,Green-Ellis,B.Green-Ellis,RB,,71,224,7/2/1985,4.6,24,34,116,4.5,7.56,0,0,0,Mississippi,Southeastern (SEC),2008,INA,INA,0,0,929,GRE532094.png
